nohup: 忽略輸入
開始收集：object=002_master_chef_can  workers=10  log_dir=/home/rex/dexgrasp/logs  停止條件: duration=36000.0s attempts=None target_successes=2000
[  26.4 min] attempts=  9981  successes=    0 (  0.0%)   6.29 attempts/s
[  26.5 min] attempts= 10011  successes=    0 (  0.0%)   6.29 attempts/s
[  26.6 min] attempts= 10038  successes=    0 (  0.0%)   6.29 attempts/s
[  26.7 min] attempts= 10069  successes=    0 (  0.0%)   6.29 attempts/s
[  26.8 min] attempts= 10097  successes=    0 (  0.0%)   6.28 attempts/s
[  26.9 min] attempts= 10133  successes=    0 (  0.0%)   6.29 attempts/s
[  26.9 min] attempts= 10166  successes=    0 (  0.0%)   6.29 attempts/s
[  27.0 min] attempts= 10199  successes=    0 (  0.0%)   6.29 attempts/s
[  27.1 min] attempts= 10234  successes=    0 (  0.0%)   6.29 attempts/s
[  27.2 min] attempts= 10265  successes=    0 (  0.0%)   6.29 attempts/s
[  27.3 min] attempts= 10297  successes=    0 (  0.0%)   6.29 attempts/s
[  27.4 min] attempts= 10327  successes=    0 (  0.0%)   6.29 attempts/s
[  27.4 min] attempts= 10372  successes=    0 (  0.0%)   6.30 attempts/s
[  27.5 min] attempts= 10408  successes=    0 (  0.0%)   6.30 attempts/s
[  27.6 min] attempts= 10440  successes=    0 (  0.0%)   6.30 attempts/s
[  27.7 min] attempts= 10474  successes=    0 (  0.0%)   6.30 attempts/s
[  27.8 min] attempts= 10502  successes=    0 (  0.0%)   6.30 attempts/s
[  27.9 min] attempts= 10535  successes=    0 (  0.0%)   6.30 attempts/s
[  27.9 min] attempts= 10563  successes=    0 (  0.0%)   6.30 attempts/s
[  28.0 min] attempts= 10590  successes=    0 (  0.0%)   6.30 attempts/s
[  28.1 min] attempts= 10618  successes=    0 (  0.0%)   6.29 attempts/s
[  28.2 min] attempts= 10643  successes=    0 (  0.0%)   6.29 attempts/s
[  28.3 min] attempts= 10680  successes=    0 (  0.0%)   6.29 attempts/s
[  28.4 min] attempts= 10712  successes=    0 (  0.0%)   6.29 attempts/s
